Company-Name,Founded in,Ownership,India Employee count,Global Employee count,Headquarters,Office Locations,CEO,Founders,Type of Company,Nature of Business,Company Email ID,Company Contact no.,Social Media Presence,Website,Details,Reviews,Salaries,Interviews,Jobs,Benefits
Cipla Pharmaceutical,1935 (88 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Hyderabad/Secunderabad|Mumbai,Umang Vohra,,Indian MNC,B2C,officialcipla@gmail.com,2224826000.0,https://www.facebook.com/cipla/|https://twitter.com/cipla_global|https://www.youtube.com/user/ciplaofficial/videos|https://www.instagram.com/officialcipla/,https://www.cipla.com/,Pharma | 10k-50k Employees | Public | 88 years old | Mumbai +221 more,5.8k,23.9k,339,50,884
Dr. Reddy's,1984 (39 yrs old),Public,10k-50k,10k-50k,"Hyderabad/Secunderabad, Telangana, India",Hyderabad/Secunderabad|Srikakulam|Visakhapatnam,Erez Israeli,,Indian MNC,B2C|B2B,mail@drreddys.com,4049002900.0,https://www.facebook.com/Dr.ReddysLaboratoriesLtd|https://www.linkedin.com/company/dr--reddys-laboratories|https://twitter.com/drreddys|https://www.youtube.com/drreddys|https://www.instagram.com/drreddysofficial,https://www.drreddys.com/,Pharma | 10k-50k Employees | Public | 39 years old | Hyderabad/Secunderabad +153 more,5.8k,24.1k,258,136,880
Sutherland Global Services,1986 (37 yrs old),Private,10k-50k,10k-50k,"Pittsford, New York, United States (USA)",Chennai|Thane|Kochi,John Abou,,Foreign MNC,Service|B2C|B2B,,,https://www.facebook.com/SutherlandGlobal/|https://twitter.com/SutherlandCorp|https://www.youtube.com/@SutherlandCorp,http://www.sutherlandglobal.com,IT Services & Consulting | 10k-50k Employees | 37 years old | Pittsford +50 more,5.7k,27.3k,350,176,936
EXL Service,1999 (24 yrs old),Private,10k-50k,10k-50k,"New York City,New York, United States",Kochi|Jaipur|Noida,Rohit Kapoor,,Foreign MNC,Service|B2C|B2B,,,https://www.facebook.com/ExlService/|https://www.linkedin.com/company/exl-service/?originalSubdomain=in|https://twitter.com/exl_service?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor|https://www.youtube.com/@EXL,http://www.exlservice.com,Analytics & KPO | 10k-50k Employees | 24 years old | New York City +42 more,5.6k,36.3k,429,186,844
UltraTech Cement,1983 (40 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Chandrapur|Patna|Visakhapatnam,,,Corporate,Service|B2C|B2B,,,https://www.facebook.com/UltraTechCementLimited/|https://twitter.com/UltraTechCement?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor|https://www.youtube.com/@UltraTechCementLimited,http://www.ultratechcement.com/,Building Material | 10k-50k Employees | Public | 40 years old | Mumbai +417 more,5.6k,20.9k,353,14,651
NTT DATA,1988 (35 yrs old),Private,10k-50k,1 Lakh+,"Chiyoda City, Tokyo, Japan",Chennai|Gurgaon/Gurugram,Yo Honma,,Foreign MNC,Service|B2B,,,,https://www.global.ntt/,10k-50k Employees | 35 years old | Chiyoda City +48 more,5.5k,52.5k,406,98,769
Bandhan Bank,2001 (22 yrs old),Public,50k-1 Lakh,,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",Chandra Shekhar Ghosh,,Corporate,Service|B2C,,,https://www.linkedin.com/company/bandhanbank|https://twitter.com/bandhanbank_in|https://www.youtube.com/c/BandhanBankLimited,http://www.bandhanbank.com,Banking | 50k-1 Lakh Employees | Public | 22 years old | Kolkata +711 more,5.4k,18.9k,347,30,531
ICICI Prudential Life Insurance,2000 (23 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Mumbai,N. S. Kannan,,Corporate,B2C,,8602667766.0,https://www.facebook.com/ICICIPruLife|https://twitter.com/iciciprulife|https://www.youtube.com/iciciprulife,https://www.iciciprulife.com/,Insurance | 10k-50k Employees | Public | 23 years old | Mumbai +435 more,5.4k,22.3k,268,259,635
TATA Steel,1907 (116 yrs old),Public,1 Lakh+,10k-50k,"Mumbai, Maharashtra, India",New Delhi,,,Indian MNC,Product|B2B,,,https://www.facebook.com/TataSteelLtd/|https://www.linkedin.com/company/166262|https://twitter.com/tatasteelltd?lang=en|https://www.youtube.com/@TataSteelIndiaLtd,http://www.tatasteel.com/,Iron & Steel | 1 Lakh+ Employees | Public | 116 years old | Mumbai +160 more,5.4k,22.1k,445,19,667
Paytm,2010 (13 yrs old),Public,10k-50k,,"Noida, India",Noida,Vijay Shekhar Sharma,,Corporate,Product|Service|B2C,,,http://facebook.com/paytm|https://linkedin.com/company/paytm-mobile-solutions-pvt-ltd-|http://twitter.com/paytm|https://www.youtube.com/@paytm,https://paytm.com/,FinTech | 10k-50k Employees | Public | 13 years old | Noida +293 more,5.4k,29.8k,404,595,580
Jana Small Finance Bank,2006 (17 yrs old),Public,10k-50k,,"Bangalore/Bengaluru, Karnataka, India",Ahmedabad|Jamnagar|Bilaspur,Ajay Kanwal,,Corporate,B2C|B2B,,,https://www.facebook.com/pages/category/Financial-Service/Janalakshmi-Financial-Services-Pvt-Ltd-114986605277924/|https://www.linkedin.com/company/janalakshmi-financial-services/about/|https://twitter.com/janalakshmi_mfi?lang=en|https://www.youtube.com/@JanaBank,https://www.janabank.com/,Banking | 10k-50k Employees | Public | 17 years old | Bangalore/Bengaluru +337 more,5.3k,15.6k,172,170,619
Lupin,1968 (55 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Mumbai,Vinita Gupta,,Indian MNC,B2C|B2B,,,https://www.facebook.com/LupinIndiaRegion/|https://www.linkedin.com/company/lupin|https://twitter.com/LupinIndia|https://www.youtube.com/@LupinGlobal,https://www.lupin.com,Pharma | 10k-50k Employees | Public | 55 years old | Mumbai +159 more,5.2k,22.6k,236,20,816
HCL Group,1976 (47 yrs old),,1 Lakh+,1 Lakh+,,,C Vijayakumar,,,,,,https://www.youtube.com/@HCLEnterprise,https://hcl.com/,IT Services & Consulting | 1 Lakh+ Employees | 47 years old | Chennai +70 more,5.2k,71.4k,267,1,689
Indian Army,1895 (128 yrs old),Public,1 Lakh+,,"New Delhi, Delhi, India","New Delhi, Delhi, India",,,Govt/PSU,B2C|B2B,,,https://www.facebook.com/Indianarmy.adgpi/|https://twitter.com/adgpi|https://www.youtube.com/@ADGPIINDIANARMY,https://indianarmy.nic.in,Defence & Aerospace | 1 Lakh+ Employees | Public | 128 years old | New Delhi +312 more,5.1k,9.9k,115,--,757
Bajaj Finance,1987 (36 yrs old),Private,10k-50k,10k-50k,"Pune, Maharashtra, India","Pune, Maharashtra, India",,,Indian MNC,B2C|B2B,,,https://www.linkedin.com/company/bajaj-auto-ltd---auto-finance-vertical|https://twitter.com/BajajAutoFin,https://www.bajajautofinance.com/,NBFC | 10k-50k Employees | 36 years old | Pune +731 more,5.1k,19.2k,215,121,517
Udaan,2016 (7 yrs old),Private,1k-5k,5k-10k,"Bangalore,Karnataka, India",Bengaluru/Bangalore,Vaibhav Gupta,,Startup,,,,https://facebook.com/udaandotcom|https://linkedin.com/company/udaan/about|https://twitter.com/udaandotcom|https://www.youtube.com/@Udaandotcom,https://udaan.com/,Internet | 1k-5k Employees | Indian Unicorn | 7 years old | Bangalore +332 more,5.1k,19.7k,291,299,786
L&T Infotech,1996 (27 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Hyderabad/Secunderabad,Sanjay Jalona,,Indian MNC,Service|B2B,,,https://www.facebook.com/LarsenToubroInfotech|https://twitter.com/@LTI_Global|https://www.youtube.com/@LarsenToubroInfotech,https://www.lntinfotech.com/,IT Services & Consulting | 10k-50k Employees | Public | 27 years old | Mumbai +77 more,5k,74.4k,391,138,879
ITC,1975 (48 yrs old),Public,10k-50k,10k-50k,"Kolkata, West Bengal, India",Hyderabad/Secunderabad|Coimbatore|New Delhi,,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/itc-limited/?originalSubdomain=in|https://www.linkedin.com/company/itc-limited/|https://twitter.com/ITCCorpCom|https://www.youtube.com/@itccorpcomm,https://www.itcportal.com/,FMCG | 10k-50k Employees | Public | 48 years old | Kolkata +289 more,4.9k,23k,385,70,724
Zydus Lifesciences,1952 (71 yrs old),Public,10k-50k,10k-50k,"Ahmedabad, India, India",Ahmedabad|Mumbai,,,Indian MNC,Service|B2C|B2B,contactus@zyduslife.com,7948040000.0,https://www.facebook.com/zyduslife|https://www.linkedin.com/company/zyduscadila|https://twitter.com/ZydusUniverse|https://www.youtube.com/@zyduslifesciences5265|https://www.instagram.com/official_zyduslife/,http://www.zyduslife.com,Pharma | 10k-50k Employees | Public | 71 years old | Ahmedabad +143 more,4.9k,17.8k,200,47,679
Wells Fargo,1852 (171 yrs old),Public,10k-50k,1 Lakh+,"San Francisco, California, United States (USA)",,Charles W. Scharf,,Foreign MNC,B2C|B2B,privacy.emea@wellsfargo.com,,https://www.facebook.com/wellsfargo|https://www.linkedin.com/company/wellsfargo/|https://twitter.com/wellsfargo|https://www.youtube.com/user/wellsfargo|https://www.instagram.com/wellsfargo/,http://www.wellsfargojobs.com,Banking | 10k-50k Employees | Public | 171 years old | San Francisco +20 more,4.8k,45.8k,305,26,898
Delhivery,2011 (12 yrs old),Private,10k-50k,10k-50k,"Delhi,NCT, India",,,,Corporate,Service|B2C|B2B,,,https://facebook.com/delhivery|https://linkedin.com/company/delhivery|https://twitter.com/delhivery|https://www.youtube.com/@delhivery,http://www.delhivery.com,10k-50k Employees | Fortune India 500 | 12 years old | Delhi +585 more,4.8k,16.8k,292,362,659
JP Morgan Chase,2000 (23 yrs old),Private,50k-1 Lakh,1 Lakh+,"New York, New York, United States (USA)",Hyderabad/Secunderabad|Bengaluru/Bangalore|Mumbai,Douglas B. Petno,,Foreign MNC,B2B,customerservice.india@jpmorgan.com,2261573000.0,https://www.facebook.com/jpmorganchase|https://twitter.com/jpmorgan|https://www.youtube.com/user/jpmorgan,https://www.jpmorganchase.com/,Financial Services | 50k-1 Lakh Employees | Forbes Global 2000 | 23 years old | New York +31 more,4.8k,72k,389,1.1k,901
Quess,2007 (16 yrs old),Public,1 Lakh+,,"Bangalore, India","Bangalore, India",,,Corporate,B2B,help@quesscorp.com,18005723333.0,https://www.facebook.com/QuessCorp/|https://www.linkedin.com/company/quess-corp/|https://twitter.com/Quess_Corp|https://www.youtube.com/channel/UCxx9FT1oWRsAg3BO1emOoOQ|https://www.instagram.com/quesscorp/?hl=en,http://www.quesscorp.com,Recruitment | 1 Lakh+ Employees | Public | 16 years old | Bangalore +480 more,4.7k,22.8k,260,242,458
FIS,1968 (55 yrs old),Private,10k-50k,50k-1 Lakh,"Jacksonville,Florida, United States",Chennai|Pune|Bengaluru/Bangalore,Gary Norcross,,Foreign MNC,Product|Service|B2B,,,https://www.facebook.com/FIStoday/|https://twitter.com/fisglobal?lang=en,http://www.fisglobal.com/,FinTech | 10k-50k Employees | 55 years old | Jacksonville +42 more,4.7k,39.2k,291,90,781
Hindustan Unilever,1872 (151 yrs old),Public,10k-50k,10k-50k,"London, England, India",Kolkata|Mumbai,Rohit Jawa,,Indian MNC,Product|Service|B2C,,,https://twitter.com/hul_news|https://www.youtube.com/@hindustanunilever,https://www.hul.co.in/,FMCG | 10k-50k Employees | Public | 151 years old | London +407 more,4.7k,21.1k,236,210,686
Amazon Development Centre India,,,10k-50k,,,,,,,,,,,http://amazon.com,Internet | 10k-50k Employees | Hyderabad/Secunderabad +65 more,4.7k,6k,354,29,45
IIFL Finance,1995 (28 yrs old),Public,10k-50k,,"Mumbai, Maharashtra, India",Thane|Mumbai,Monu Ratra,,Indian MNC,B2C|B2B,,18602673000.0,https://www.facebook.com/iiflfinance/|https://www.linkedin.com/company/iifl-finance/|https://twitter.com/IIFL_Finance|https://www.youtube.com/watch?v=dM8JGiH0P7U|https://instagram.com/iifl_finance?igshid=MzRlODBiNWFlZA==,http://www.iifl.com,NBFC | 10k-50k Employees | Public | 28 years old | Mumbai +633 more,4.6k,17.8k,211,133,437
Hexaware Technologies,1990 (33 yrs old),Private,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Chennai|Navi Mumbai|Pune,R. Srikrishna,,Indian MNC,Service|B2C|B2B,marketing@hexaware.com,2267919595.0,https://www.facebook.com/HexawareTechnologies/|https://www.linkedin.com/company/hexaware-technologies/|https://twitter.com/HexawareGlobal|https://www.youtube.com/hexawarevideos|https://www.instagram.com/hexaware_global/?hl=en,https://hexaware.com/,IT Services & Consulting | 10k-50k Employees | Fortune India 500 | 33 years old | Mumbai +39 more,4.4k,45.1k,373,274,581
JSW Steel,1982 (41 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",New Delhi,Sajjan Jindal,,Indian MNC,Service|B2C|B2B,,2242861000.0,https://www.facebook.com/JSWSteelOfficial/|https://twitter.com/jswsteel?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor|https://www.youtube.com/@jswsteel989,http://www.jsw.in,Iron & Steel | 10k-50k Employees | Public | 41 years old | Mumbai +128 more,4.4k,24k,349,67,622
Sun Pharmaceutical Industries,1983 (40 yrs old),Public,10k-50k,10k-50k,"Mumbai, India",New Delhi|Gurgaon/Gurugram,,,Indian MNC,B2B,janet.metz@sunpharma.com,2243244324.0,https://www.facebook.com/Sun-Pharma-170795602978664/|https://twitter.com/sunpharma_live|https://www.youtube.com/channel/ucdkyfwmdfaaua5p8gd_lvdq,http://www.sunpharma.com,Pharma | 10k-50k Employees | Public | 40 years old | Mumbai +186 more,4.4k,20k,236,102,632
Home Credit Finance,2012 (11 yrs old),Private,10k-50k,10k-50k,"Gurugram, India",New Delhi|Allahabad/Prayagraj,Ondrej Kubik,,,B2C,,,https://www.facebook.com/homecreditin/|https://www.linkedin.com/company/home-credit-india/|https://twitter.com/homecredit_in,https://www.homecredit.co.in/,Financial Services | 10k-50k Employees | 11 years old | Gurugram +109 more,4.2k,11.5k,93,99,628
Ujjivan Small Finance Bank,2017 (6 yrs old),Public,10k-50k,10k-50k,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",Nitin Chugh,,Corporate,B2C,,,https://www.facebook.com/UjjivanSmallFinanceBankLimited/|https://www.linkedin.com/company/ujjivanbank/|https://twitter.com/UjjivanBank|https://www.youtube.com/@UjjivanSmallFinanceBankYT,https://www.ujjivansfb.in/,Banking | 10k-50k Employees | Public | 6 years old | Bangalore/Bengaluru +420 more,4.2k,12.4k,152,168,595
Max Life Insurance,2000 (23 yrs old),JV,10k-50k,10k-50k,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",Prashant Tripathy,,Corporate,B2C,,,https://www.linkedin.com/company/max-life-insurance-company-limited|https://twitter.com/maxlifeins|https://www.youtube.com/@maxlife,https://www.maxlifeinsurance.com/,Insurance | 10k-50k Employees | 23 years old | Gurgaon/Gurugram +368 more,4.2k,16.1k,195,388,508
Muthoot Finance,1939 (84 yrs old),Public,10k-50k,10k-50k,"Kochi/Cochin, Kerala, India",,,,Corporate,B2C,,,https://twitter.com/themuthootgroup|https://www.youtube.com/@TheMuthootGroup,http://www.muthootfinance.com,NBFC | 10k-50k Employees | Public | 84 years old | Kochi/Cochin +598 more,4.2k,11.6k,162,435,331
Oracle,1977 (46 yrs old),Public,50k-1 Lakh,1 Lakh+,"Austin,Texas, United States",Hyderabad/Secunderabad,Safra A Catz,,Foreign MNC,Product|B2B,salesinquiry_in@oracle.com,8067862950.0,https://www.facebook.com/oraclecareers/|https://twitter.com/OracleCareers|https://www.youtube.com/oracle,https://www.oracle.com/in/index.html,Software Product | 50k-1 Lakh Employees | Public | 46 years old | Austin +43 more,4.2k,58.9k,501,237,636
Shapoorji Pallonji Group,1865 (158 yrs old),Private,5k-10k,50k-1 Lakh,"Mumbai, Maharashtra, India",Chennai,,,Indian MNC,B2C|B2B,,,https://www.linkedin.com/company/shapoorji-pallonji-&-co--ltd-/,https://www.shapoorjipallonji.com/,Engineering & Construction | 5k-10k Employees | Conglomerate | 158 years old | Mumbai +154 more,4.1k,15.4k,230,16,--
KPMG India,1987 (36 yrs old),Partnership,10k-50k,10k-50k,,,,,Foreign MNC,B2B,,,https://www.facebook.com/KPMGAustralia/|https://twitter.com/kpmgaustralia|https://www.youtube.com/kpmg,https://kpmg.com/,Management Consulting | 10k-50k Employees | 36 years old | Bengaluru/Bangalore +75 more,4.1k,61.8k,486,430,780
Aurobindo Pharma,1986 (37 yrs old),Public,10k-50k,10k-50k,"Hyderabad/Secunderabad, Telangana, India","Hyderabad/Secunderabad, Telangana, India",,,Indian MNC,B2C|B2B,,,https://www.facebook.com/aurobindopharmalimitedauthorized/|https://www.youtube.com/@aurobindopharmalimited6075,http://www.aurobindo.com,Pharma | 10k-50k Employees | Public | 37 years old | Hyderabad/Secunderabad +85 more,4.1k,22.1k,168,7,489
OPPO,2004 (19 yrs old),Public,10k-50k,10k-50k,"Dongguan, Guangdong, China",,Yash Parwani,,Foreign MNC,B2C,,,https://www.facebook.com/oppomobileindia|https://www.linkedin.com/company/oppo/|https://twitter.com/oppomobileindia|https://www.youtube.com/@oppomobileindia,http://www.oppo.com,Consumer Electronics & Appliances | 10k-50k Employees | Public | 19 years old | Dongguan +355 more,4.1k,13.4k,167,15,649
eClerx,2000 (23 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Chandigarh,,,Indian MNC,Service|B2B,Talent@eClerx.com,,https://www.facebook.com/eclerxservices|https://www.twitter.com/eclerx|https://www.youtube.com/c/eClerxServices|https://www.instagram.com/eclerxservices/,https://eclerx.com/,IT Services & Consulting | 10k-50k Employees | Public | 23 years old | Mumbai +17 more,4.1k,26.8k,299,204,579
Capgemini Technology Services India Limited,,,1 Lakh+,,,,,,Foreign MNC,Service|B2B,,,https://www.youtube.com/@CapgeminiGlobal,https://www.capgemini.com/in-en/capgemini-technology-services-india-limited-formerly-known-as-igate-global-solutions-limited/,IT Services & Consulting | 1 Lakh+ Employees | Bengaluru/Bangalore +38 more,4.1k,45.4k,354,2,457
Tata Projects,1979 (44 yrs old),Public,5k-10k,,"Mumbai, Maharashtra, India",Hyderabad/Secunderabad|Noida|Mumbai,,,Indian MNC,B2B,tpl@tataprojects.com,2267402900.0,https://www.facebook.com/officialtplcommunity|https://www.youtube.com/channel/ucn67wyeg1ukeb0gzwvjbpxa?app=desktop|https://www.instagram.com/accounts/login/?next=%2fofficialtataprojects%2f,http://www.tataprojects.com/,Engineering & Construction | 5k-10k Employees | Public | 44 years old | Mumbai +232 more,4.1k,19.1k,265,28,559
Shriram Transport Finance,1979 (44 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",Umesh G. Revankar,,Corporate,Service|B2C|B2B,,,https://www.facebook.com/STFCconnect/         |https://www.linkedin.com/company/stfcconnect/|https://twitter.com/stfcconnect/|https://www.youtube.com/@ShriramConnect,https://www.stfc.in,NBFC | 10k-50k Employees | Public | 44 years old | Mumbai +759 more,4k,9.5k,150,1,497
Ashok Leyland,1948 (75 yrs old),Public,5k-10k,10k-50k,"Chennai, Tamil Nadu, India",Hyderabad/Secunderabad|Kanpur|Chennai,Vipin Sondhi,,Corporate,B2C,,,https://www.facebook.com/AshokLeylandOfficial/|https://www.linkedin.com/company/ashok-leyland/|https://twitter.com/alindiaofficial|https://www.youtube.com/@ashokleyland4212,https://www.ashokleyland.com/,Automobile | 5k-10k Employees | Public | 75 years old | Chennai +198 more,4k,18.4k,153,3,674
Siemens,1847 (176 yrs old),Public,5k-10k,5k-10k,"Munich,Bavaria, Germany",New Delhi|Mumbai|Gurgaon/Gurugram,Sunil Mathur,,Foreign MNC,Product|Service|Captive,,,https://www.facebook.com/siemens|https://www.linkedin.com/company/siemens|https://twitter.com/siemens|https://www.youtube.com/@Siemens,http://www.siemens.com,Power | 5k-10k Employees | Public | 176 years old | Munich +121 more,4k,29.9k,240,1.4k,654
Apollo Hospitals,1983 (40 yrs old),Public,10k-50k,,"Chennai, Tamil Nadu, United States","Chennai, Tamil Nadu, United States",,,Corporate,Service|B2C,,,https://www.facebook.com/meetapollo|https://www.linkedin.com/company/apolloio|https://twitter.com/meetapollo|https://www.youtube.com/@apollohospitalsindia,https://www.apollohospitals.com/,Healthcare | 10k-50k Employees | Public | 40 years old | Chennai +175 more,4k,14.9k,198,87,520
JLL,1997 (26 yrs old),Private,10k-50k,50k-1 Lakh,"Mumbai, Maharashtra, India",New Delhi|Chennai|Pune,Radha Dhir,,Foreign MNC,B2C|B2B,,,https://www.facebook.com/JonesLangLaSalleIndia/about/|https://www.linkedin.com/company/jll-india/|https://twitter.com/jllindia|https://www.youtube.com/@JLLIndiaYT,https://www.jll.co.in/,Real Estate | 10k-50k Employees | Forbes Global 2000 | 26 years old | Mumbai +68 more,4k,19.8k,202,15,566
Vivo,2009 (14 yrs old),Private,5k-10k,10k-50k,"Gurgaon/Gurugram, Haryana, India",,,,Indian MNC,Product|Service|B2C,,,https://www.youtube.com/@VivoIndiaOfficial,https://www.vivo.com/,Consumer Electronics & Appliances | 5k-10k Employees | Conglomerate | 14 years old | Gurgaon/Gurugram +362 more,4k,13.8k,143,4,658
L&T Construction,1944 (79 yrs old),Public,10k-50k,10k-50k,"Chennai, India","Chennai, India",,,,,,,,http://www.lntecc.com,Engineering & Construction | 10k-50k Employees | Public | 79 years old | Chennai +325 more,3.9k,14.2k,430,--,803
First Source,2001 (22 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Tiruchirappalli|Chennai|Indore,Vipul Khanna,,Indian MNC,B2C,marketing@firstsource.com,2267035700.0,https://www.facebook.com/firstsource/|https://twitter.com/firstsource|https://www.youtube.com/channel/ucpvpnryjs3b1xbj60v-gccq|https://www.instagram.com/firstsourceglobal/,https://www.firstsource.com/,BPO | 10k-50k Employees | Public | 22 years old | Mumbai +51 more,3.9k,19.8k,177,143,596
Omega Healthcare,2003 (20 yrs old),Private,10k-50k,10k-50k,"Florida, UnitedStates",Tiruchirappalli|Chennai|Bengaluru/Bangalore,Anurag Mehta,,Foreign MNC,B2B,,,https://twitter.com/omega_hms|https://www.youtube.com/@OmegaHealthcare,https://www.omegahms.com/,Healthcare | 10k-50k Employees | 20 years old | Florida +40 more,3.8k,19.6k,215,78,411
JustDial,1996 (27 yrs old),Public,10k-50k,,"Mumbai,Maharashtra, India",Mumbai,,,Indian MNC,Product|B2C,,,https://www.facebook.com/JustDial|https://www.linkedin.com/company/justdial/|https://twitter.com/Just_Dial|https://www.youtube.com/@justdial,http://www.justdial.com,Internet | 10k-50k Employees | Public | 27 years old | Mumbai +167 more,3.8k,15k,221,125,382
Hero MotoCorp,1984 (39 yrs old),Public,5k-10k,5k-10k,"Gurgaon/Gurugram, Haryana, India",Hyderabad/Secunderabad|Raipur,Pawan Kant Munjal,,Corporate,Product|B2C|B2B,,,https://www.facebook.com/HeroMotoCorpIndia/|https://www.linkedin.com/company/heromotocorp/|https://twitter.com/HeroMotoCorp|https://www.youtube.com/@HeroMotoCorp,https://www.heromotocorp.com/,Automobile | 5k-10k Employees | Public | 39 years old | Gurgaon/Gurugram +301 more,3.8k,14.3k,244,7,605
Hewlett-Packard Enterprise,2015 (8 yrs old),Private,10k-50k,50k-1 Lakh,"Houston,Texas, United States",Hyderabad/Secunderabad|Bengaluru/Bangalore|Gurgaon/Gurugram,,,Foreign MNC,Service|B2C|B2B,,,https://www.facebook.com/HPECareers|https://www.linkedin.com/company/hewlett-packard-enterprise|https://twitter.com/HPE_Careers|https://www.youtube.com/@HPE|https://www.instagram.com/hpecareers,https://www.hpe.com/in/en/home.html,Emerging Technologies | 10k-50k Employees | Forbes Global 2000 | 8 years old | Houston +95 more,3.8k,31.7k,175,59,624
Megha Engineering & Infrastructures,1989 (34 yrs old),Private,5k-10k,5k-10k,"Hyderabad/Secunderabad, Telangana, India","Hyderabad/Secunderabad, Telangana, India",,,Corporate,Product|B2B,,,https://www.linkedin.com/company/megha-engineering-&-infrastructures-ltd|https://www.youtube.com/@meghaengineeringandinfrast1441,http://www.meil.in,Engineering & Construction | 5k-10k Employees | Conglomerate | 34 years old | Hyderabad/Secunderabad +277 more,3.7k,14.4k,281,11,556
Bajaj Allianz Life Insurance,2001 (22 yrs old),Private,10k-50k,10k-50k,"Pune, India","Pune, India",Mr Tarun Singh,,Corporate,Service,,,https://www.facebook.com/bajajallianzlifeinsuranceltd/|https://www.linkedin.com/company/bajaj-allianz-life-insurance-co-ltd-/?originalSubdomain=in|https://twitter.com/bajajallianzlic?lang=en|https://www.youtube.com/@bajajallianz,https://www.bajajallianzlife.com/,Insurance | 10k-50k Employees | 22 years old | Pune +480 more,3.7k,15k,199,29,482
Mahindra & Mahindra Financial Services,1991 (32 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",Anish Shah,,Corporate,B2C|B2B,,,https://www.facebook.com/mahindrafin/|https://www.linkedin.com/company/mahindra-finance/|https://twitter.com/mahindrafin|https://www.youtube.com/@MahindraFinRise,https://www.mahindrafinance.com,NBFC | 10k-50k Employees | Public | 32 years old | Mumbai +624 more,3.7k,10.8k,89,47,509
